"Player_ID","Games_Played","Goals","Assists","Yellow_cards","Red_cards"
654,10,2,0,2,0
655,0,0,0,0,0
656,15,0,1,2,0
657,20,0,2,6,0
658,25,4,13,4,0
659,2,0,0,0,0
660,3,1,0,1,0
661,22,7,3,0,0
662,26,27,7,4,0
663,21,8,4,4,0
664,22,31,5,3,0
665,3,3,1,0,0
666,0,0,0,0,0
667,22,1,6,5,0
668,22,1,1,2,0
669,2,0,0,0,0
670,21,1,1,4,0
671,16,0,0,3,0
672,22,7,5,2,0
673,0,0,0,0,0
674,14,1,2,3,0
675,21,0,3,7,0
676,0,0,0,0,0
677,22,1,4,10,0
678,2,0,0,0,0
679,20,2,2,2,0
680,23,5,5,4,0
681,22,4,1,4,0
682,21,15,8,1,1
683,24,6,10,2,0
684,15,11,6,1,0
685,22,13,0,0,0
686,26,36,7,0,0
687,0,0,0,0,0
688,0,0,0,0,0
689,25,3,0,5,0
690,23,2,1,9,0
691,21,0,1,7,0
692,7,0,0,1,0
693,20,1,0,6,0
694,23,0,6,5,1
695,0,0,0,0,0
696,23,0,2,4,0
697,7,0,1,3,0
698,25,4,3,7,0
699,19,1,0,1,0
700,24,3,2,8,0
701,16,1,5,4,0
702,16,1,1,1,0
703,11,1,1,3,0
704,11,2,2,1,1
705,12,0,0,2,0
706,23,6,5,4,0
707,10,0,0,1,0
708,11,5,3,1,0
709,22,6,1,4,0
710,7,0,1,0,0
711,13,0,0,2,0
712,4,5,0,0,0
713,16,24,3,0,1
714,6,11,0,0,0
715,4,0,0,1,0
716,9,2,0,4,0
717,22,0,0,3,0
718,22,1,0,5,0
719,20,0,4,9,0
720,8,0,0,3,0
721,12,1,1,1,0
722,5,0,0,1,0
723,13,0,0,1,1
724,11,1,1,1,0
725,20,0,4,5,0
726,23,1,4,10,0
727,19,1,0,6,0
728,22,0,1,3,0
729,21,5,5,5,0
730,3,1,0,1,0
731,3,0,0,0,0
732,25,16,2,5,0
733,5,1,0,1,0
734,24,6,4,4,0
735,1,0,0,0,0
736,14,0,0,0,0
737,20,2,0,3,0
738,18,4,4,3,1
739,25,45,5,4,0
740,0,0,0,0,0
741,0,0,0,0,0
742,23,1,0,4,1
743,19,0,0,3,0
744,10,0,0,1,0
745,14,1,1,2,0
746,12,0,0,0,0
747,0,0,0,0,0
748,16,4,3,7,0
749,20,0,1,6,0
750,19,0,0,1,0
751,21,1,3,8,0
752,16,0,2,3,0
753,21,0,2,2,0
754,18,0,0,4,1
755,17,5,1,3,0
756,22,1,3,2,0
757,6,1,0,1,0
758,6,0,0,0,0
759,23,9,2,3,0
760,15,3,1,4,0
761,8,0,0,0,0
762,20,33,4,1,0
763,0,0,0,0,0
764,3,2,2,0,0
765,13,0,0,3,0
766,15,0,0,4,0
767,18,0,0,3,0
768,4,0,0,0,0
769,4,0,0,2,0
770,5,0,1,3,0
771,15,0,3,3,0
772,16,0,1,3,1
773,2,0,0,0,0
774,12,0,1,2,0
775,23,1,2,7,0
776,15,0,0,4,0
777,20,0,3,8,0
778,21,1,1,9,0
779,7,0,1,2,0
780,20,3,1,2,0
781,18,4,3,4,0
782,24,8,4,0,0
783,1,0,0,0,0
784,20,9,5,4,1
785,12,1,2,1,0
786,23,13,4,2,0
787,4,0,0,0,0
788,13,1,1,4,0
789,17,35,2,1,0
790,21,27,5,1,0
791,4,4,1,0,0
792,25,2,0,3,0
793,8,0,0,1,0
794,21,0,0,2,0
795,22,2,1,7,0
796,15,0,0,2,0
797,3,0,0,0,0
798,21,0,1,4,0
799,7,0,0,3,0
800,23,0,3,9,0
801,15,0,1,2,0
802,11,0,3,2,0
803,12,1,0,4,0
804,18,3,2,2,0
805,23,2,1,6,0
806,18,1,1,5,0
807,19,5,3,3,0
808,23,5,7,2,0
809,6,1,1,0,0
810,16,1,0,0,0
811,5,0,0,0,0
812,21,3,0,3,0
813,11,2,0,1,0
814,18,8,1,1,0
815,0,0,0,0,0
816,12,27,0,0,0
817,25,41,2,2,0
818,1,1,0,0,0
819,0,0,0,0,0
820,0,0,0,0,0
821,17,0,1,4,0
822,22,4,0,10,0
823,0,0,0,0,0
824,19,1,0,7,0
825,4,0,0,2,0
826,20,0,2,5,0
827,13,0,4,5,0
828,13,0,0,7,1
829,5,0,0,1,0
830,18,3,5,1,0
831,14,0,1,2,0
832,13,0,1,5,1
833,23,2,0,5,0
834,22,4,4,5,0
835,10,1,0,2,0
836,26,7,5,3,0
837,19,1,0,2,0
838,14,3,3,0,0
839,20,1,0,5,0
840,25,6,3,3,0
841,4,1,0,2,0
842,25,44,7,0,0
843,0,0,0,0,0
844,0,0,0,0,0
845,21,0,1,9,0
846,1,0,0,0,0
847,6,0,0,1,1
848,5,0,0,2,0
849,12,0,0,4,0
850,22,0,0,4,0
851,6,0,0,0,0
852,17,0,0,5,0
853,16,0,1,6,0
854,23,0,3,5,0
855,17,2,3,4,0
856,19,2,2,4,0
857,21,0,1,8,1
858,7,0,0,1,0
859,14,0,0,3,0
860,7,0,0,0,0
861,2,0,0,0,0
862,15,5,1,5,0
863,1,0,0,0,0
864,21,6,2,2,0
865,1,0,0,0,0
866,11,1,0,1,0
867,21,9,4,2,0
868,25,26,9,2,0
869,0,0,0,0,0
870,0,0,0,0,0
871,18,1,0,4,0
872,25,0,0,4,0
873,22,0,0,6,0
874,14,1,0,2,1
875,5,0,0,2,0
876,3,0,0,1,0
877,17,0,0,2,0
878,5,0,0,0,0
879,24,3,3,4,0
880,2,0,0,0,0
881,21,2,4,5,0
882,1,0,0,0,0
883,23,0,1,8,1
884,24,3,0,4,0
885,23,1,7,5,0
886,4,0,0,1,0
887,0,0,0,0,0
888,25,1,4,4,0
889,23,3,0,4,0
890,4,0,0,0,0
891,8,2,0,2,0
892,10,1,0,0,0
893,13,2,0,1,1
894,12,3,0,2,0
895,10,4,0,0,0
896,9,12,3,1,0
897,0,0,0,0,0
898,0,0,0,0,2
899,21,0,1,10,0
900,4,1,0,2,0
901,15,0,0,1,1
902,12,1,0,3,0
903,4,0,0,1,0
904,12,0,1,2,0
905,9,0,1,0,0
906,19,7,0,6,0
907,20,0,5,4,0
908,15,0,1,2,0
909,22,1,2,4,0
910,19,0,1,3,0
911,0,0,0,0,0
912,7,0,0,1,0
913,11,1,4,5,0
914,11,0,0,3,0
915,17,2,0,7,0
916,6,0,0,0,0
917,11,0,0,1,0
918,5,0,0,0,0
919,22,7,1,4,0
920,20,2,2,1,0
921,16,3,3,2,0
922,12,0,0,3,0
923,7,0,0,2,0
924,26,37,9,0,0
925,0,0,0,0,0
926,0,0,0,0,0
927,20,1,0,6,0
928,10,0,0,3,0
929,23,0,0,4,0
930,16,0,0,2,0
931,2,0,0,0,0
932,13,0,0,1,0
933,4,0,0,0,0
934,22,1,2,2,0
935,9,0,0,0,0
936,25,0,3,2,0
937,10,0,0,1,0
938,20,0,0,6,0
939,21,1,4,2,0
940,22,2,0,4,0
941,23,5,2,4,1
942,25,4,0,1,0
943,22,5,2,8,0
944,17,1,1,4,0
945,7,0,1,1,0
946,22,43,4,1,0
947,4,4,2,0,0
948,1,2,0,0,0
949,21,1,0,7,1
950,23,3,0,3,0
951,4,0,0,0,0
952,7,0,0,2,0
953,20,0,1,5,0
954,17,0,0,2,0
955,26,0,2,3,0
956,1,0,0,0,0
957,23,1,5,6,0
958,3,0,0,0,0
959,25,1,1,6,0
960,13,0,1,2,0
961,21,1,3,3,0
962,5,0,0,0,0
963,13,0,1,3,0
964,10,0,0,0,0
965,15,1,1,2,0
966,19,5,0,6,1
967,21,4,0,0,0
968,13,4,1,5,0
969,4,0,0,1,0
970,15,0,0,2,0
971,26,44,3,2,0
972,0,0,0,0,0
973,0,0,0,0,0
974,23,0,0,4,0
975,9,2,0,1,0
976,3,0,0,1,0
977,20,0,2,9,0
978,19,0,1,5,1
979,0,0,0,0,0
980,12,0,0,4,0
981,0,0,0,0,0
982,18,0,1,1,0
983,0,0,0,0,0
984,9,0,0,1,0
985,25,1,2,7,0
986,14,0,2,2,0
987,19,2,0,2,0
988,17,0,1,2,0
989,4,0,1,1,0
990,21,2,1,6,0
991,3,0,0,0,0
992,20,1,2,5,0
993,4,0,0,0,0
994,2,0,0,0,0
995,15,2,1,4,0
996,24,11,1,5,0
997,11,1,0,1,0
998,19,0,0,2,0
999,22,47,1,1,0
1000,5,9,1,1,0
1001,0,0,0,0,0
1002,25,1,0,6,0
1003,9,0,0,2,0
1004,25,0,2,5,0
1005,6,0,1,1,0
1006,19,3,1,6,0
1007,9,0,0,0,0
1008,3,0,0,0,0
1009,9,1,0,1,0
1010,20,0,0,4,0
1011,20,0,4,7,0
1012,19,0,1,4,0
1013,13,1,0,1,0
1014,16,0,3,3,0
1015,20,1,2,7,0
1016,9,1,1,2,0
1017,7,1,3,2,1
1018,21,8,1,2,0
1019,12,2,1,2,1
1020,19,3,3,0,0
1021,17,2,1,2,0
1022,19,7,0,7,1
1023,16,5,0,4,0
1024,16,8,0,0,0
1025,24,16,12,0,0
1026,3,3,1,1,0
1027,23,2,1,2,0
1028,9,0,0,2,0
1029,25,5,0,7,0
1030,5,1,0,3,0
1031,16,0,2,4,0
1032,11,0,3,2,0
1033,22,1,5,8,0
1034,25,3,2,8,0
1035,24,3,5,1,0
1036,22,2,4,1,0
1037,22,3,5,3,1
1038,16,1,0,1,0
1039,7,1,1,1,0
1040,3,2,1,1,0
1041,3,0,0,0,0
1042,10,1,4,0,0
1043,19,2,1,3,0
1044,12,2,0,0,0
1045,14,2,2,2,0
1046,14,2,2,1,0
1047,26,14,6,0,0
1048,15,2,1,2,0
1049,2,1,0,0,0
1050,26,29,8,0,0
1051,1,2,0,0,0
1052,19,2,1,5,0
1053,11,0,0,4,0
1054,25,1,0,11,0
1055,17,1,1,4,0
1056,12,1,1,3,0
1057,22,1,2,7,0
1058,21,0,3,1,0
1059,23,2,2,8,0
1060,26,2,2,1,0
1061,16,3,3,1,0
1062,21,0,3,2,0
1063,22,6,2,3,0
1064,21,2,3,9,0
1065,26,8,4,2,0
1066,16,4,1,2,0
1067,9,0,0,2,0
1068,22,19,12,3,0
1069,5,1,0,1,1
1070,17,11,7,4,0
1071,27,6,1,3,0
1072,24,5,5,4,0
1073,27,21,11,0,0
1074,1,0,1,0,0
1075,11,0,0,0,0
1076,14,0,0,3,0
1077,21,1,0,6,0
1078,14,0,0,2,0
1079,23,1,2,4,0
1080,19,0,3,2,0
1081,7,0,1,0,0
1082,5,0,1,3,0
1083,24,2,0,10,0
1084,18,1,0,3,0
1085,26,3,0,6,0
1086,22,2,4,4,0
1087,14,0,1,0,0
1088,17,0,0,1,0
1089,5,0,0,0,0
1090,21,2,1,3,0
1091,22,5,7,5,0
1092,20,4,1,5,0
1093,23,8,1,3,0
1094,13,2,2,2,0
1095,1,0,0,0,0
1096,16,19,3,1,0
1097,12,20,4,1,0
1098,24,1,0,5,0
1099,16,0,0,3,0
1100,4,0,0,1,0
1101,17,0,0,2,0
1102,20,0,0,4,0
1103,13,0,0,1,0
1104,3,0,0,1,1
1105,25,1,6,5,0
1106,2,0,0,0,0
1107,2,0,0,0,0
1108,19,0,1,5,0
1109,25,8,3,4,0
1110,17,1,0,4,0
1111,18,2,0,3,0
1112,11,1,0,2,1
1113,10,0,1,0,0
1114,15,1,1,5,0
1115,8,1,0,0,0
1116,25,4,4,5,0
1117,21,2,9,2,1
1118,22,8,3,5,0
1119,19,5,1,0,0
1120,10,1,0,0,0
1121,18,1,0,4,0
1122,20,24,6,0,0
1123,7,9,2,0,0
1124,19,0,2,2,0
1125,21,1,0,5,0
1126,13,0,1,1,0
1127,8,0,0,0,0
1128,20,2,0,1,0
1129,24,0,2,6,0
1130,6,0,0,0,0
1131,24,0,1,7,0
1132,3,0,0,0,0
1133,26,3,1,5,0
1134,14,0,0,4,0
1135,4,0,0,0,0
1136,23,4,5,3,0
1137,11,0,1,0,0
1138,26,8,6,3,0
1139,12,0,0,0,0
1140,24,7,7,5,0
1141,17,2,3,2,0
1142,26,9,0,4,0
1143,27,7,1,3,0
1144,26,27,10,0,0
1145,2,2,1,0,0
